#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
cp32-6,NC_000951.1,17247,17696,+,1194579,mlpF,BB_M28,NP_051319.1,149,-,lipoprotein (plasmid)
cp32-6,NC_000951.1,17733,18680,-,1194580,-,BB_M29,NP_051320.1,315,-,hypothetical protein BB_M29 (plasmid)
cp32-6,NC_000951.1,19069,20169,+,1194581,-,BB_M30,NP_051321.1,366,-,hypothetical protein BB_M30 (plasmid)
cp32-6,NC_000951.1,20179,20745,+,1194582,-,BB_M31,NP_051322.1,188,-,hypothetical protein BB_M31 (plasmid)
cp32-6,NC_000951.1,20721,21470,+,1194583,-,BB_M32,NP_051323.1,249,-,PF-32 protein (plasmid)
cp32-6,NC_000951.1,21520,22098,+,1194584,-,BB_M33,NP_051324.1,192,-,PF-49 protein (plasmid)
cp32-6,NC_000951.1,22102,22770,+,1194585,bdrK,BB_M34,NP_051325.1,222,-,BdrK (plasmid)
cp32-6,NC_000951.1,23241,24566,+,1194586,bppA,BB_M35,NP_051326.1,441,-,BppA (plasmid)
cp32-6,NC_000951.1,24619,25044,+,1194587,bppB,BB_M36,NP_051327.1,141,-,BppB (plasmid)
cp32-6,NC_000951.1,25050,25820,-,1194588,bppC,BB_M37,NP_051328.1,256,-,BppC (plasmid)
cp32-6,NC_000951.1,26257,27015,+,1194589,erpK,BB_M38,NP_051329.2,252,-,ErpK protein (plasmid)
cp32-6,NC_000951.1,27077,27745,-,1194599,-,BB_M39,NP_051330.1,222,-,hypothetical protein BB_M39 (plasmid)
cp32-6,NC_000951.1,27923,28489,+,1194600,-,BB_M41,NP_051332.1,188,-,hypothetical protein BB_M41 (plasmid)
cp32-6,NC_000951.1,28486,29838,+,1194590,-,BB_M42,NP_051333.1,450,-,phage terminase large subunit (plasmid)
cp32-7,NC_000952.1,65,1288,+,1194642,-,BB_O01,NP_051334.1,407,-,hypothetical protein BB_O01 (plasmid)
cp32-7,NC_000952.1,1305,1997,+,1194643,-,BB_O02,NP_051335.1,230,-,hypothetical protein BB_O02 (plasmid)
cp32-7,NC_000952.1,2010,2567,+,1194644,-,BB_O03,NP_051336.1,185,-,hypothetical protein BB_O03 (plasmid)
cp32-7,NC_000952.1,2574,3338,+,1194645,-,BB_O04,NP_051337.1,254,-,hypothetical protein BB_O04 (plasmid)
cp32-7,NC_000952.1,3368,3940,+,1194646,-,BB_O05,NP_051338.1,190,-,hypothetical protein BB_O05 (plasmid)
cp32-7,NC_000952.1,3962,4921,+,1194623,-,BB_O06,NP_051339.1,319,-,hypothetical protein BB_O06 (plasmid)
cp32-7,NC_000952.1,4935,5396,+,1194624,-,BB_O07,NP_051340.1,153,-,hypothetical protein BB_O07 (plasmid)
cp32-7,NC_000952.1,5378,5779,+,1194625,-,BB_O08,NP_051341.1,133,-,hypothetical protein BB_O08 (plasmid)
cp32-7,NC_000952.1,5767,6156,+,1194626,-,BB_O09,NP_051342.1,129,-,hypothetical protein BB_O09 (plasmid)
cp32-7,NC_000952.1,6153,6722,+,1194627,-,BB_O10,NP_051343.1,189,-,hypothetical protein BB_O10 (plasmid)
cp32-7,NC_000952.1,6703,7815,+,1194647,-,BB_O11,NP_051344.1,370,-,hypothetical protein BB_O11 (plasmid)
cp32-7,NC_000952.1,7830,8258,+,1194648,-,BB_O12,NP_051345.1,142,-,hypothetical protein BB_O12 (plasmid)
cp32-7,NC_000952.1,8274,8729,+,1194649,-,BB_O13,NP_051346.1,151,-,hypothetical protein BB_O13 (plasmid)
cp32-7,NC_000952.1,8726,8962,+,1194650,-,BB_O14,NP_051347.1,78,-,hypothetical protein BB_O14 (plasmid)
cp32-7,NC_000952.1,8970,10304,+,1194651,-,BB_O15,NP_051348.1,444,-,hypothetical protein BB_O15 (plasmid)
cp32-7,NC_000952.1,10317,10958,+,1194652,-,BB_O16,NP_051349.1,213,-,hypothetical protein BB_O16 (plasmid)
cp32-7,NC_000952.1,10962,11903,+,1194653,-,BB_O17,NP_051350.1,313,-,hypothetical protein BB_O17 (plasmid)
cp32-7,NC_000952.1,11904,12473,+,1194654,-,BB_O18,NP_051351.1,189,-,hypothetical protein BB_O18 (plasmid)
cp32-7,NC_000952.1,12503,12835,+,1194628,-,BB_O19,NP_051352.1,110,-,hypothetical protein BB_O19 (plasmid)
cp32-7,NC_000952.1,12832,13710,+,1194629,-,BB_O20,NP_051353.1,292,-,hypothetical protein BB_O20 (plasmid)
cp32-7,NC_000952.1,13716,14321,+,1194630,-,BB_O21,NP_051354.1,201,-,hypothetical protein BB_O21 (plasmid)
cp32-7,NC_000952.1,14331,15146,+,1194631,-,BB_O22,NP_051355.1,271,-,hypothetical protein BB_O22 (plasmid)
cp32-7,NC_000952.1,15222,15425,+,1194632,blyA,BB_O23,NP_051356.1,67,-,holin protein (plasmid)
cp32-7,NC_000952.1,15429,15785,+,1194633,blyB,BB_O24,NP_051357.1,118,-,holin protein (plasmid)
cp32-7,NC_000952.1,15766,16101,+,1194634,-,BB_O25,NP_051358.1,111,-,hypothetical protein BB_O25 (plasmid)
cp32-7,NC_000952.1,16088,16447,+,1194635,-,BB_O26,NP_051359.1,119,-,hypothetical protein BB_O26 (plasmid)
cp32-7,NC_000952.1,16522,17139,+,1194636,bdrN,BB_O27,NP_051360.1,205,-,protein BdrN (plasmid)
cp32-7,NC_000952.1,17245,17667,+,1194637,mlpG,BB_O28,NP_051361.1,140,-,lipoprotein (plasmid)
cp32-7,NC_000952.1,17712,18770,-,1194655,-,BB_O29,NP_051362.1,352,-,hypothetical protein BB_O29 (plasmid)
cp32-7,NC_000952.1,19117,20214,+,1194612,-,BB_O30,NP_051363.1,365,-,hypothetical protein BB_O30 (plasmid)
cp32-7,NC_000952.1,20224,20790,+,1194613,-,BB_O31,NP_051364.1,188,-,hypothetical protein BB_O31 (plasmid)
cp32-7,NC_000952.1,20766,21515,+,1194614,-,BB_O32,NP_051365.1,249,-,PF-32 protein (plasmid)
cp32-7,NC_000952.1,21522,22076,+,1194615,-,BB_O33,NP_051366.1,184,-,plasmid partition protein (plasmid)
cp32-7,NC_000952.1,22088,22660,+,1194616,bdrM,BB_O34,NP_051367.1,190,-,protein BdrM (plasmid)
cp32-7,NC_000952.1,22627,22755,-,1194638,-,BB_O35,NP_051368.1,42,-,hypothetical protein BB_O35 (plasmid)
cp32-7,NC_000952.1,23093,24460,+,1194617,bppA,BB_O36,NP_051369.1,455,-,protein BppA (plasmid)
cp32-7,NC_000952.1,24513,24938,+,1194618,bppB,BB_O37,NP_051370.1,141,-,protein BppB (plasmid)
cp32-7,NC_000952.1,24944,25720,-,1194619,bppC,BB_O38,NP_051371.1,258,-,protein BppC (plasmid)
cp32-7,NC_000952.1,26152,26841,+,1194620,erpL,BB_O39,NP_051372.1,229,-,protein ErpL (plasmid)
cp32-7,NC_000952.1,26893,27984,+,1194621,erpM,BB_O40,NP_051373.1,363,-,protein ErpM (plasmid)
cp32-7,NC_000952.1,28004,28117,-,1194639,-,BB_O41,NP_051374.1,37,-,hypothetical protein BB_O41 (plasmid)
cp32-7,NC_000952.1,28134,28703,+,1194640,-,BB_O42,NP_051375.1,189,-,hypothetical protein BB_O42 (plasmid)
cp32-7,NC_000952.1,28885,29451,+,1194641,-,BB_O43,NP_051376.1,188,-,hypothetical protein BB_O43 (plasmid)
cp32-7,NC_000952.1,29448,30800,+,1194622,-,BB_O44,NP_051377.1,450,-,phage terminase large subunit (plasmid)
cp32-8,NC_000953.1,66,1289,+,1194686,-,BB_L01,NP_051378.1,407,-,phage portal protein (plasmid)
cp32-8,NC_000953.1,1306,1998,+,1194687,-,BB_L02,NP_051379.1,230,-,hypothetical protein BB_L02 (plasmid)
cp32-8,NC_000953.1,2011,2568,+,1194688,-,BB_L03,NP_051380.1,185,-,hypothetical protein BB_L03 (plasmid)
cp32-8,NC_000953.1,2575,3339,+,1194689,-,BB_L04,NP_051381.1,254,-,hypothetical protein BB_L04 (plasmid)
cp32-8,NC_000953.1,3963,4922,+,1194667,-,BB_L06,NP_051383.2,319,-,hypothetical protein BB_L06 (plasmid)
cp32-8,NC_000953.1,4942,5397,+,1194668,-,BB_L07,NP_051384.2,151,-,hypothetical protein BB_L07 (plasmid)
cp32-8,NC_000953.1,5397,5780,+,1194669,-,BB_L08,NP_051385.2,127,-,hypothetical protein BB_L08 (plasmid)
cp32-8,NC_000953.1,5768,6157,+,1194670,-,BB_L09,NP_051386.1,129,-,hypothetical protein BB_L09 (plasmid)
cp32-8,NC_000953.1,6154,6720,+,1194671,-,BB_L10,NP_051387.1,188,-,hypothetical protein BB_L10 (plasmid)
cp32-8,NC_000953.1,6701,7813,+,1194691,-,BB_L11,NP_051388.1,370,-,hypothetical protein BB_L11 (plasmid)
cp32-8,NC_000953.1,7828,8256,+,1194692,-,BB_L12,NP_051389.1,142,-,hypothetical protein BB_L12 (plasmid)
cp32-8,NC_000953.1,8272,8727,+,1194693,-,BB_L13,NP_051390.1,151,-,hypothetical protein BB_L13 (plasmid)
cp32-8,NC_000953.1,8724,8960,+,1194694,-,BB_L14,NP_051391.1,78,-,hypothetical protein BB_L14 (plasmid)
cp32-8,NC_000953.1,8968,10242,+,1194695,-,BB_L15,NP_051392.1,424,-,hypothetical protein BB_L15 (plasmid)
cp32-8,NC_000953.1,10265,10948,+,1194696,-,BB_L16,NP_051393.1,227,-,hypothetical protein BB_L16 (plasmid)
cp32-8,NC_000953.1,10952,11902,+,1194697,-,BB_L17,NP_051394.1,316,-,hypothetical protein BB_L17 (plasmid)
cp32-8,NC_000953.1,11920,12465,+,1194698,-,BB_L18,NP_051395.1,181,-,hypothetical protein BB_L18 (plasmid)
cp32-8,NC_000953.1,12495,12827,+,1194672,-,BB_L19,NP_051396.1,110,-,hypothetical protein BB_L19 (plasmid)
cp32-8,NC_000953.1,12824,13699,+,1194673,-,BB_L20,NP_051397.1,291,-,hypothetical protein BB_L20 (plasmid)
cp32-8,NC_000953.1,13709,14314,+,1194674,-,BB_L21,NP_051398.1,201,-,hypothetical protein BB_L21 (plasmid)
cp32-8,NC_000953.1,14324,15139,+,1194675,-,BB_L22,NP_051399.1,271,-,hypothetical protein BB_L22 (plasmid)
cp32-8,NC_000953.1,15215,15418,+,1194676,blyA,BB_L23,NP_051400.1,67,-,holin protein (plasmid)
cp32-8,NC_000953.1,15422,15769,+,1194677,blyB,BB_L24,NP_051401.1,115,-,holin protein (plasmid)
cp32-8,NC_000953.1,15759,16094,+,1194678,-,BB_L25,NP_051402.1,111,-,hypothetical protein BB_L25 (plasmid)
cp32-8,NC_000953.1,16087,16440,+,1194679,-,BB_L26,NP_051403.2,117,-,hypothetical protein BB_L26 (plasmid)
cp32-8,NC_000953.1,16545,17099,+,1194680,bdrP,BB_L27,NP_051404.2,184,-,protein BdrP (plasmid)
cp32-8,NC_000953.1,17205,17651,+,1194681,mlpH,BB_L28,NP_051405.1,148,-,lipoprotein (plasmid)
cp32-8,NC_000953.1,17688,18701,-,1194682,-,BB_L29,NP_051406.2,337,-,hypothetical protein BB_L29 (plasmid)
cp32-8,NC_000953.1,19091,20188,+,1194656,-,BB_L30,NP_051407.1,365,-,hypothetical protein BB_L30 (plasmid)
cp32-8,NC_000953.1,20198,20764,+,1194657,-,BB_L31,NP_051408.1,188,-,hypothetical protein BB_L31 (plasmid)
cp32-8,NC_000953.1,20740,21480,+,1194658,-,BB_L32,NP_051409.1,246,-,PF-32 protein (plasmid)
cp32-8,NC_000953.1,22113,22691,+,1194660,bdrO,BB_L35,NP_051412.1,192,-,protein BdrO (plasmid)
cp32-8,NC_000953.1,23366,24691,+,1194661,bppA,BB_L36,NP_051413.2,441,-,BppA (plasmid)
cp32-8,NC_000953.1,24744,25169,+,1194662,bppB,BB_L37,NP_051414.1,141,-,BppB (plasmid)
cp32-8,NC_000953.1,25175,25951,-,1194663,bppC,BB_L38,NP_051415.1,258,-,BppC (plasmid)
cp32-8,NC_000953.1,26382,26903,+,1194664,erpN,BB_L39,NP_051416.2,173,-,ErpA8 protein (plasmid)
cp32-8,NC_000953.1,26931,28067,+,1194665,erpO,BB_L40,NP_051417.1,378,-,ErpB1 protein (plasmid)
cp32-8,NC_000953.1,28251,28790,+,1194684,-,BB_L41,NP_051418.2,179,-,hypothetical protein BB_L41 (plasmid)
cp32-8,NC_000953.1,28970,29536,+,1194685,-,BB_L42,NP_051419.1,188,-,hypothetical protein BB_L42 (plasmid)
cp32-8,NC_000953.1,29533,30885,+,1194666,-,BB_L43,NP_051420.1,450,-,phage terminase large subunit (plasmid)
cp32-9,NC_000954.1,66,1292,+,1194725,-,BB_N01,NP_051421.1,408,-,hypothetical protein BB_N01 (plasmid)
cp32-9,NC_000954.1,1309,2001,+,1194726,-,BB_N02,NP_051422.1,230,-,hypothetical protein BB_N02 (plasmid)
cp32-9,NC_000954.1,2013,2579,+,1194727,-,BB_N03,NP_051423.1,188,-,hypothetical protein BB_N03 (plasmid)
cp32-9,NC_000954.1,2583,3350,+,1194728,-,BB_N04,NP_051424.1,255,-,hypothetical protein BB_N04 (plasmid)
cp32-9,NC_000954.1,4958,5413,+,1194699,-,BB_N07,NP_051425.1,151,-,hypothetical protein BB_N07 (plasmid)
cp32-9,NC_000954.1,5413,5796,+,1194700,-,BB_N08,NP_051426.2,127,-,hypothetical protein BB_N08 (plasmid)
cp32-9,NC_000954.1,5784,6173,+,1194701,-,BB_N09,NP_051427.1,129,-,hypothetical protein BB_N09 (plasmid)
cp32-9,NC_000954.1,6170,6736,+,1194702,-,BB_N10,NP_051428.1,188,-,hypothetical protein BB_N10 (plasmid)
cp32-9,NC_000954.1,7845,8273,+,1194730,-,BB_N12,NP_051430.1,142,-,hypothetical protein BB_N12 (plasmid)
cp32-9,NC_000954.1,8742,8978,+,1194731,-,BB_N14,NP_051431.1,78,-,hypothetical protein BB_N14 (plasmid)
cp32-9,NC_000954.1,8986,10260,+,1194732,-,BB_N15,NP_051432.1,424,-,hypothetical protein BB_N15 (plasmid)
cp32-9,NC_000954.1,11041,11991,+,1194733,-,BB_N17,NP_051433.1,316,-,hypothetical protein BB_N17 (plasmid)
cp32-9,NC_000954.1,12593,12925,+,1194703,-,BB_N19,NP_051434.1,110,-,hypothetical protein BB_N19 (plasmid)
cp32-9,NC_000954.1,12922,13797,+,1194704,-,BB_N20,NP_051435.1,291,-,hypothetical protein BB_N20 (plasmid)
cp32-9,NC_000954.1,15312,15515,+,1194707,blyA,BB_N23,NP_051436.1,67,-,holin protein (plasmid)
cp32-9,NC_000954.1,15519,15866,+,1194708,blyB,BB_N24,NP_051437.1,115,-,holin protein (plasmid)
cp32-9,NC_000954.1,15856,16191,+,1194709,-,BB_N25,NP_051438.1,111,-,hypothetical protein BB_N25 (plasmid)
cp32-9,NC_000954.1,16184,16537,+,1194710,-,BB_N26,NP_051439.2,117,-,hypothetical protein BB_N26 (plasmid)
cp32-9,NC_000954.1,16642,17196,+,1194711,bdrR,BB_N27,NP_051440.2,184,-,BdrR protein (plasmid)
cp32-9,NC_000954.1,17302,17730,+,1194712,mlpI,BB_N28,NP_051441.1,142,-,lipoprotein (plasmid)
cp32-9,NC_000954.1,19164,20264,+,1194714,-,BB_N30,NP_051442.1,366,-,hypothetical protein BB_N30 (plasmid)
cp32-9,NC_000954.1,20275,20841,+,1194715,-,BB_N31,NP_051443.1,188,-,hypothetical protein BB_N31 (plasmid)
cp32-9,NC_000954.1,20817,21572,+,1194716,-,BB_N32,NP_051444.1,251,-,PF-32 protein (plasmid)
cp32-9,NC_000954.1,21614,22174,+,1194717,-,BB_N33,NP_051445.1,186,-,PF-49 protein (plasmid)
cp32-9,NC_000954.1,22184,22723,+,1194718,bdrQ,BB_N34,NP_051446.1,179,-,BdrQ (plasmid)
cp32-9,NC_000954.1,23194,24519,+,1194719,bppA,BB_N35,NP_051447.1,441,-,protein BppA (plasmid)
cp32-9,NC_000954.1,24572,24997,+,1194720,bppB,BB_N36,NP_051448.1,141,-,protein BppB (plasmid)
cp32-9,NC_000954.1,26210,26770,+,1194722,erpP,BB_N38,NP_051449.1,186,-,protein ErpP (plasmid)
cp32-9,NC_000954.1,26798,27829,+,1194723,erpQ,BB_N39,NP_051450.1,343,-,protein ErpQ (plasmid)
cp32-9,NC_000954.1,28026,28544,+,1194734,-,BB_N41,NP_051452.2,172,-,hypothetical protein BB_N41 (plasmid)
cp32-9,NC_000954.1,28850,29302,+,1194736,-,BB_N42,NP_051453.2,150,-,hypothetical protein BB_N42 (plasmid)
cp32-9,NC_000954.1,29299,30651,+,1194724,-,BB_N43,NP_051454.1,450,-,phage terminase large subunit (plasmid)
lp28-1,NC_001851.2,467,1465,+,1194073,-,BB_F01,YP_004940409.1,332,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,1720,2076,+,1194072,-,BB_F02,NP_045438.1,118,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,2098,2619,-,1194071,-,BB_F03,NP_045439.1,173,-,RepU (plasmid)
lp28-1,NC_001851.2,3201,3380,+,1194070,-,BB_F06,NP_045442.1,59,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,3682,3849,-,1194091,-,BB_F08,NP_045444.1,55,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,4278,4493,-,11473649,-,BB_F0034,YP_004940410.1,71,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,7354,7869,-,1194068,-,BB_F14,NP_045449.2,171,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,8772,9029,+,1194096,-,BB_F17,YP_004940411.1,85,-,putative transmembrane protein (plasmid)
lp28-1,NC_001851.2,10698,10895,-,1194079,-,BB_F20,NP_045453.2,65,-,BBF20 (plasmid)
lp28-1,NC_001851.2,12441,12992,-,1194077,-,BB_F23,NP_045456.1,183,-,PF49 (plasmid)
lp28-1,NC_001851.2,13029,13793,-,1194076,-,BB_F24,NP_045457.1,254,-,PF32 (plasmid)
lp28-1,NC_001851.2,13769,14329,-,1194075,-,BB_F25,NP_045458.1,186,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,14351,15451,-,1194074,-,BB_F26,NP_045459.1,366,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,17058,17216,+,11473643,-,BB_F0039,YP_004940412.1,52,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,17551,17805,-,11473644,-,BB_F0040,YP_004940413.1,84,-,hypothetical protein (plasmid)
lp28-1,NC_001851.2,26997,28073,+,11473645,-,BB_F0041,YP_004940414.1,358,-,outer surface protein VlsE1 (plasmid)
lp28-2,NC_001852.1,116,1009,+,1194123,-,BB_G01,NP_045463.1,297,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,1047,1928,+,1194101,-,BB_G02,NP_045464.1,293,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,5378,5950,+,1194103,-,BB_G07,NP_045467.1,190,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,5911,6678,+,1194104,-,BB_G08,NP_045468.1,255,-,stage 0 sporulation protein SpoOJ (plasmid)
lp28-2,NC_001852.1,6737,7288,+,1194105,-,BB_G09,NP_045469.1,183,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,11063,11491,-,1194127,-,BB_G12,NP_045472.1,142,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,11501,12319,-,1194128,-,BB_G13,NP_045473.2,272,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,12309,12752,-,1194113,-,BB_G14,NP_045474.1,147,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,12749,13141,-,1194129,-,BB_G15,NP_045475.2,130,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,13157,13495,-,1194114,-,BB_G16,NP_045476.1,112,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,13508,14341,-,1194115,-,BB_G17,NP_045477.1,277,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,14376,14885,-,1194116,-,BB_G18,NP_045478.1,169,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,14886,15431,-,1194117,-,BB_G19,NP_045479.1,181,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,15457,16482,-,1194118,-,BB_G20,NP_045480.1,341,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,16494,17684,-,1194119,-,BB_G21,NP_045481.1,396,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,17681,18019,-,11473560,-,BB_G0036,YP_004940633.1,112,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,18030,18827,-,1194120,-,BB_G22,NP_045482.1,265,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,18837,19619,-,1194121,-,BB_G23,NP_045483.1,260,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,19620,22259,-,1194122,-,BB_G24,NP_045484.2,879,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,22273,22659,-,1194100,-,BB_G25,NP_045485.1,128,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,22659,23033,-,1194130,-,BB_G26,NP_045486.1,124,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,23033,23725,-,1194106,-,BB_G27,NP_045487.1,230,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,23722,24108,-,1194131,-,BB_G28,NP_045488.1,128,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,24489,25955,+,1194107,-,BB_G29,NP_045489.1,488,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,25980,26390,+,1194132,-,BB_G30,NP_045490.2,136,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,26570,27085,+,1194108,-,BB_G31,NP_045491.2,171,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,27113,27940,+,1194109,-,BB_G32,NP_045492.1,275,-,replicative DNA helicase (plasmid)
lp28-2,NC_001852.1,28031,28831,+,1194110,-,BB_G33,NP_045493.1,266,-,hypothetical protein (plasmid)
lp28-2,NC_001852.1,28854,29618,-,1194133,-,BB_G34,NP_045494.1,254,-,hypothetical protein (plasmid)
lp28-3,NC_001853.1,391,858,+,1194141,-,BB_H02,NP_045496.1,155,-,hypothetical protein BB_H02 (plasmid)
lp28-3,NC_001853.1,1045,1368,+,1194134,-,BB_H04,NP_045498.1,107,-,hypothetical protein BB_H04 (plasmid)
lp28-3,NC_001853.1,1498,1680,+,1194140,-,BB_H05,NP_045499.1,60,-,hypothetical protein BB_H05 (plasmid)
lp28-3,NC_001853.1,2260,2970,-,1194149,-,BB_H06,NP_045500.1,236,-,complement regulator-acquiring surface protein (plasmid)
lp28-3,NC_001853.1,3892,7728,-,1194151,-,BB_H09,NP_045502.1,1278,-,type II restriction enzyme methylase subunit (plasmid)
lp28-3,NC_001853.1,8018,8431,+,11473564,-,BB_H09a,YP_004940634.1,137,-,hypothetical protein BB_H09a (plasmid)
lp28-3,NC_001853.1,9081,9236,+,11473566,-,BB_H0042,YP_004940635.1,51,-,hypothetical protein BB_H0042 (plasmid)
lp28-3,NC_001853.1,9848,10516,-,1194136,-,BB_H13,NP_045506.1,222,-,protein RepU (plasmid)
lp28-3,NC_001853.1,11837,12028,+,1194172,-,BB_H17,NP_045510.1,63,-,hypothetical protein BB_H17 (plasmid)
lp28-3,NC_001853.1,15565,15810,-,1194161,-,BB_H25,NP_045516.1,81,-,hypothetical protein BB_H25 (plasmid)
lp28-3,NC_001853.1,16519,17415,+,1194162,-,BB_H26,NP_045517.1,298,-,hypothetical protein BB_H26 (plasmid)
lp28-3,NC_001853.1,17408,17974,+,1194142,-,BB_H27,NP_045518.1,188,-,hypothetical protein BB_H27 (plasmid)
lp28-3,NC_001853.1,17947,18702,+,1194143,-,BB_H28,NP_045519.1,251,-,PF-32 protein (plasmid)
lp28-3,NC_001853.1,18798,19427,+,1194144,-,BB_H29,NP_045520.1,209,-,plasmid partition protein (plasmid)
lp28-3,NC_001853.1,21470,22219,+,1194146,-,BB_H32,NP_045522.1,249,-,antigen P35 (plasmid)
lp28-3,NC_001853.1,22678,22953,+,1194165,-,BB_H33,NP_045523.1,91,-,adenine deaminase (plasmid)
lp28-3,NC_001853.1,25433,26371,-,1194169,-,BB_H37,NP_045527.1,312,-,lipoprotein (plasmid)
lp28-3,NC_001853.1,26978,27445,-,1194137,-,BB_H40,NP_045530.1,155,-,transposase-like protein (plasmid)
lp28-3,NC_001853.1,27625,28197,-,1194138,-,BB_H41,NP_045531.1,190,-,membrane protein (plasmid)
lp28-4,NC_001854.1,174,608,+,1194202,-,BB_I01,NP_045532.1,144,-,hypothetical protein BB_I01 (plasmid)
lp28-4,NC_001854.1,736,1104,+,1194180,-,BB_I02,NP_045533.1,122,-,hypothetical protein BB_I02 (plasmid)
lp28-4,NC_001854.1,2536,3351,+,1194181,-,BB_I06,NP_045537.1,271,-,MTA/SAH nucleosidase (plasmid)
lp28-4,NC_001854.1,5128,5346,+,1194191,-,BB_I12,NP_045543.1,72,-,hypothetical protein BB_I12 (plasmid)
lp28-4,NC_001854.1,6603,6833,+,1194193,-,BB_I15,NP_045546.1,76,-,virulence associated lipoprotein (plasmid)
lp28-4,NC_001854.1,7183,8538,+,1194194,vraA,BB_I16,NP_045547.1,451,-,repetitive antigen A (plasmid)
lp28-4,NC_001854.1,10495,10647,-,1194196,-,BB_I18,NP_045549.1,50,-,hypothetical protein BB_I18 (plasmid)
lp28-4,NC_001854.1,10815,11927,+,1194175,-,BB_I19,NP_045550.2,370,-,hypothetical protein BB_I19 (plasmid)
lp28-4,NC_001854.1,11924,12478,+,1194176,-,BB_I20,NP_045551.1,184,-,hypothetical protein BB_I20 (plasmid)
lp28-4,NC_001854.1,12454,13206,+,1194177,-,BB_I21,NP_045552.1,250,-,PF-32 protein (plasmid)
lp28-4,NC_001854.1,13265,13837,+,1194178,-,BB_I22,NP_045553.1,190,-,PF-49 protein (plasmid)
lp28-4,NC_001854.1,15352,16530,+,1194182,-,BB_I26,NP_045557.1,392,-,multidrug-efflux transporter (plasmid)
lp28-4,NC_001854.1,18518,19183,-,1194210,-,BB_I29,NP_045560.1,221,-,virulence associated lipoprotein (plasmid)
lp28-4,NC_001854.1,20771,21562,-,1194214,-,BB_I34,NP_045565.1,263,-,virulence associated lipoprotein (plasmid)
lp28-4,NC_001854.1,22095,22931,-,1194186,-,BB_I36,NP_045567.1,278,-,antigen P35 (plasmid)
lp28-4,NC_001854.1,23159,23995,-,1194199,-,BB_I38,NP_045569.1,278,-,surface antigen (plasmid)
lp28-4,NC_001854.1,24223,25089,-,1194200,-,BB_I39,NP_045570.1,288,-,surface antigen (plasmid)
lp28-4,NC_001854.1,25794,26036,-,1194201,-,BB_I41,NP_045572.1,80,-,hypothetical protein BB_I41 (plasmid)
lp28-4,NC_001854.1,26360,26914,+,1194183,-,BB_I42,NP_045573.1,184,-,outer membrane protein (plasmid)
